Year,State,Division,County,Region,Population_Description,Offense,Offender_Race,Offender_Ethnicity,Offender_Age,Offender_Sex,Victim_Type,Location,Weapon,Property_Type,Stolen_Value,Recovered_Value,Recovered?,Recovery_Date
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Impersonation,,,,,Individual,Residence/Home,,Other,1070.0,0.0,N,
2016,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Other,3600.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 25,000 thru 49,999",All Other Larceny,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Tools,1065.0,0.0,N,
2016,Virginia,South Atlantic,HAMPTON CITY,South,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,,,U,Individual,School-Elementary/Secondary,,Money,1507.0,0.0,N,
2016,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Bicycles,2300.0,0.0,N,
2016,Texas,West South Central,ROCKWALL; DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Embezzlement,Black or African American,Not Hispanic or Latino,32.0,M,Business,Commercial/Office Building,,Household Goods,3600.0,0.0,N,
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Trailers,8000.0,0.0,N,
2016,Texas,West South Central,DENTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Business,Other/Unknown,,Other Motor Vehicles,42700.0,0.0,N,
2016,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,,,,,Individual,Hotel/Motel/Etc.,,Jewelry/ Precious Metals,1900.0,0.0,N,
2016,Georgia,South Atlantic,HENRY,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Dock/Wharf/Freight/Modal Terminal,,Trailers,11500.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Other,2500.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Other,1100.0,0.0,N,
2016,Ohio,East North Central,LICKING,Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,,,,,Individual,Parking/Drop Lot/Garage,,Jewelry/ Precious Metals,1500.0,0.0,N,
2016,Massachusetts,New England,WORCESTER,Northeast,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,White,Not Hispanic or Latino,30.0,M,Society/Public,Convenience Store,,Automobile,10000.0,0.0,N,
2016,Texas,West South Central,ROCKWALL; DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,,M,Business,Parking/Drop Lot/Garage,,Household Goods,100000.0,100000.0,Y,30-Apr-16
2016,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,School-Elementary/Secondary,,Musical Instruments,4630.0,220.0,Y,30-Nov-16
2016,Ohio,East North Central,LORAIN,Midwest,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Unknown,,,U,Individual,Residence/Home,,Recreational Vehicles,5532.0,0.0,N,
2016,Ohio,East North Central,LORAIN,Midwest,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Unknown,,,U,Individual,Residence/Home,,Recreational Vehicles,5532.0,0.0,N,
2016,Michigan,East North Central,KENT,Midwest,"Cities from 50,000 thru 99,999",Embezzlement,White,,54.0,M,Business,Other/Unknown,,Merchandise,1657.0,0.0,N,
2016,Rhode Island,New England,PROVIDENCE,Northeast,"Cities from 10,000 thru 24,999",Simple Assault,White,,32.0,M,Individual,Residence/Home,Personal Weapons,Automobile,10000.0,0.0,N,
2016,Texas,West South Central,MONTGOMERY; FORT BEND; HARRIS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,,U,Business,Parking/Drop Lot/Garage,,"Metals, Non-Precious",12000.0,0.0,N,
2016,Massachusetts,New England,NORFOLK,Northeast,"Cities from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,44.0,M,Business,Other/Unknown,,Farm Equipment,1200.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Business,Highway/Road/Alley/Street/Sidewalk,,Trucks,10000.0,0.0,N,
2016,Virginia,South Atlantic,FREDERICK,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Business,Construction Site,,"Metals, Non-Precious",1200.0,0.0,N,
2016,Virginia,South Atlantic,PRINCE WILLIAM,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,"Metals, Non-Precious",1750.0,0.0,N,
2016,South Carolina,South Atlantic,FLORENCE,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Trailers,50000.0,0.0,N,
2016,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 10,000 thru 24,999",False Pretenses/Swindle/Confidence Game,Black or African American,Not Hispanic or Latino,32.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,2400.0,2400.0,Y,16-Jun-16
2016,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Purse/ Wallet,21460.0,0.0,N,
2016,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Residence/Home,,Purse/ Wallet,21460.0,0.0,N,
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,"Metals, Non-Precious",150000.0,0.0,N,
2016,Texas,West South Central,ROCKWALL; DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,,U,Business,Industrial Site,,Trucks,100000.0,100000.0,Y,23-Apr-16
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",All Other Larceny,White,Not Hispanic or Latino,32.0,M,Business,Specialty Store,,Jewelry/ Precious Metals,1500.0,0.0,N,
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Trailers,6000.0,6000.0,Y,03-Aug-16
2016,Massachusetts,New England,BERKSHIRE,Northeast,"Cities from 25,000 thru 49,999",All Other Larceny,White,Not Hispanic or Latino,41.0,M,Business,Residence/Home,,Jewelry/ Precious Metals,2434.0,2434.0,Y,05-Jul-16
2016,Tennessee,East South Central,KNOX,South,"MSA counties 100,000 or over",All Other Larceny,White,Not Hispanic or Latino,52.0,M,Business,Parking/Drop Lot/Garage,,Trucks,130000.0,130000.0,Y,04-Aug-16
2016,Tennessee,East South Central,KNOX,South,"MSA counties 100,000 or over",All Other Larceny,White,Not Hispanic or Latino,52.0,M,Business,Parking/Drop Lot/Garage,,Consumable Goods,50000.0,50000.0,Y,04-Aug-16
2016,Ohio,East North Central,FRANKLIN,Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,White,,30.0,M,Business,Parking/Drop Lot/Garage,,Industrial Equipment,2405.0,1400.0,Y,03-Mar-16
2016,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 2,500 thru 9,999",False Pretenses/Swindle/Confidence Game,White,Not Hispanic or Latino,52.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,,Farm Equipment,1250.0,0.0,N,
2016,Maryland,South Atlantic,MONTGOMERY,South,"MSA counties 100,000 or over",All Other Larceny,Black or African American,,59.0,M,Business,Residence/Home,,Jewelry/ Precious Metals,1449.0,0.0,N,
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,Not Hispanic or Latino,53.0,M,Business,Highway/Road/Alley/Street/Sidewalk,,Consumable Goods,15000.0,15000.0,Y,15-Apr-16
2016,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,White,,25.0,F,Business,Construction Site,,Tools,1500.0,0.0,N,
2016,Florida,South Atlantic,ST JOHNS,South,"MSA counties 100,000 or over",All Other Larceny,Black or African American,Not Hispanic or Latino,43.0,M,Business,Not Specified,,Trucks,50000.0,50000.0,Y,17-Feb-16
2016,Florida,South Atlantic,ST JOHNS,South,"MSA counties 100,000 or over",All Other Larceny,Black or African American,Not Hispanic or Latino,43.0,M,Business,Not Specified,,Consumable Goods,30000.0,30000.0,Y,17-Feb-16
2016,Massachusetts,New England,WORCESTER,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,White,Not Hispanic or Latino,20.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,21000.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,Handgun,Jewelry/ Precious Metals,2400.0,0.0,N,
2016,Massachusetts,New England,WORCESTER,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,White,Not Hispanic or Latino,22.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,21000.0,0.0,N,
2016,Ohio,East North Central,STARK,Midwest,"Cities from 25,000 thru 49,999",Theft of Motor Vehicle Parts or Accessories,,,,,Business,Commercial/Office Building,,Tools,20638.0,0.0,N,
2016,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Jewelry/ Precious Metals,5200.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Residence/Home,,Jewelry/ Precious Metals,2090.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Jewelry/ Precious Metals,2090.0,0.0,N,
2016,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 25,000 thru 49,999",Embezzlement,White,Not Hispanic or Latino,39.0,M,Business,Department/Discount Store,,Jewelry/ Precious Metals,55123.0,0.0,N,
2016,Arkansas,West South Central,LONOKE,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,Unknown,,U,Individual,Farm Facility,,Farm Equipment,1100.0,0.0,N,
2016,Tennessee,East South Central,RUTHERFORD,South,"Cities from 25,000 thru 49,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Trailers,1500.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 10,000 thru 24,999",False Pretenses/Swindle/Confidence Game,,,,,Business,Restaurant,,Negotiable Instruments,1500.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 10,000 thru 24,999",False Pretenses/Swindle/Confidence Game,,,,,Business,Restaurant,,Negotiable Instruments,1500.0,0.0,N,
2016,Ohio,East North Central,KNOX,Midwest,"Non-MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,,,,,Individual,Other/Unknown,,Vehicle Parts,4442.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 25,000 thru 49,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Residence/Home,,Recreational Vehicles,6000.0,6000.0,Y,12-Nov-16
2016,Texas,West South Central,MONTGOMERY; FORT BEND; HARRIS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,,,,,Business,Parking/Drop Lot/Garage,,Trucks,50000.0,50000.0,Y,08-Dec-16
2016,Massachusetts,New England,BERKSHIRE,Northeast,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Photographic/ Optical Equipment,1700.0,0.0,N,
2016,Delaware,South Atlantic,NEW CASTLE,South,"MSA counties under 10,000",Embezzlement,Black or African American,,20.0,M,Business,Commercial/Office Building,,Jewelry/ Precious Metals,2150.0,0.0,N,
2016,Delaware,South Atlantic,NEW CASTLE,South,"MSA counties under 10,000",Embezzlement,Black or African American,,25.0,M,Business,Commercial/Office Building,,Jewelry/ Precious Metals,2150.0,0.0,N,
2016,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 50,000 thru 99,999",Theft From Building,,,,,Individual,School-Elementary/Secondary,,Musical Instruments,4630.0,220.0,Y,30-Nov-16
2016,Tennessee,East South Central,HENRY,South,"Cities under 2,500",Theft From Motor Vehicle,White,Not Hispanic or Latino,25.0,M,Individual,Parking/Drop Lot/Garage,,Vehicle Parts,5502.0,0.0,N,
2016,Florida,South Atlantic,ST JOHNS,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,43.0,M,Business,Parking/Drop Lot/Garage,,Consumable Goods,30000.0,30000.0,Y,17-Feb-16
2016,Florida,South Atlantic,ST JOHNS,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,43.0,M,Business,Parking/Drop Lot/Garage,,Trucks,50000.0,50000.0,Y,17-Feb-16
2016,Florida,South Atlantic,ST JOHNS,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Business,Parking/Drop Lot/Garage,,Trucks,30000.0,30000.0,Y,11-Feb-16
2016,South Carolina,South Atlantic,LEXINGTON; RICHLAND,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Black or African American,,41.0,M,Business,Parking/Drop Lot/Garage,,Consumable Goods,5000.0,0.0,N,
2016,South Carolina,South Atlantic,LEXINGTON; RICHLAND,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Black or African American,,41.0,M,Business,Parking/Drop Lot/Garage,,Trucks,77561.0,77561.0,Y,17-Mar-16
2016,Ohio,East North Central,JACKSON,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,Unknown,,50.0,U,Individual,Other/Unknown,,Vehicle Parts,2500.0,0.0,N,
2016,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Purse/ Wallet,21460.0,0.0,N,
2016,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Residence/Home,,Purse/ Wallet,21460.0,0.0,N,
2016,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Portable Electronic Communications,1300.0,0.0,N,
2016,Ohio,East North Central,DELAWARE; FAIRFIELD; FRANKLIN,Midwest,"Cities from 500,000 thru 999,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Parking/Drop Lot/Garage,,Purse/ Wallet,40000.0,0.0,N,
2016,Texas,West South Central,BELL,South,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,,,,,Individual,Parking/Drop Lot/Garage,,Tools,4150.0,0.0,N,
2016,Virginia,South Atlantic,PORTSMOUTH CITY,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,Black or African American,,19.0,M,Business,Construction Site,,Industrial Equipment,1800.0,1800.0,Y,08-Jun-16
2016,Massachusetts,New England,WORCESTER,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,Black or African American,Hispanic or Latino,30.0,M,Individual,Other/Unknown,,Jewelry/ Precious Metals,3100.0,0.0,N,
2016,Florida,South Atlantic,LEE,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,,,,,Individual,Not Specified,,Merchandise,25000.0,0.0,N,
2016,Florida,South Atlantic,ST JOHNS,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Not Specified,,Trailers,23171.0,0.0,N,
2016,Oregon,Pacific,CLACKAMAS; WASHINGTON; MULTNOMAH,West,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Trailers,15000.0,15000.0,Y,02-Feb-17
2016,Texas,West South Central,CHAMBERS; HARRIS,South,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,Unknown,Unknown,,U,Business,Not Specified,,Trailers,15000.0,0.0,N,
2016,Ohio,East North Central,LORAIN,Midwest,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,Unknown,,,U,Other,Parking/Drop Lot/Garage,,Computer Hard/ Software,13500.0,0.0,N,
2016,Tennessee,East South Central,KNOX,South,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Not Hispanic or Latino,52.0,M,Business,Parking/Drop Lot/Garage,,Trucks,130000.0,130000.0,Y,04-Aug-16
2016,Tennessee,East South Central,KNOX,South,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Not Hispanic or Latino,52.0,M,Business,Parking/Drop Lot/Garage,,Consumable Goods,50000.0,50000.0,Y,04-Aug-16
2016,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 10,000 thru 24,999",Theft From Building,,,,,Individual,Commercial/Office Building,,Trailers,5000.0,5000.0,Y,13-Oct-16
2016,Oregon,Pacific,CLACKAMAS; WASHINGTON; MULTNOMAH,West,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Clothes/ Furs,400000.0,0.0,N,
2016,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 10,000 thru 24,999",Theft From Building,,,,,Individual,Commercial/Office Building,,Trailers,5000.0,5000.0,Y,13-Oct-16
2016,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Purse/ Wallet,7200.0,0.0,N,
2016,Nevada,Mountain,CLARK,West,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,White,Not Hispanic or Latino,39.0,M,Business,Highway/Road/Alley/Street/Sidewalk,,Trucks,60000.0,60000.0,Y,30-Dec-16
2016,Arkansas,West South Central,CRITTENDEN,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,,M,Business,Service/Gas Station,,Trucks,65000.0,30000.0,Y,12-Aug-16
2016,North Dakota,West North Central,WELLS,Midwest,"Non-MSA counties under 10,000",Destruction/Damage/Vandalism of Property,American Indian or Alaska Native,,49.0,M,Individual,Field/Woods,,Other Motor Vehicles,30000.0,30000.0,Y,26-Jul-16
2016,Texas,West South Central,BELL,South,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,,,,,Individual,Parking/Drop Lot/Garage,,Tools,4150.0,0.0,N,
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,Hispanic or Latino,42.0,M,Business,Commercial/Office Building,,Trailers,70000.0,70000.0,Y,22-Mar-16
2016,Ohio,East North Central,RICHLAND,Midwest,"MSA counties from 25,000 thru 99,999",Destruction/Damage/Vandalism of Property,Unknown,,,U,Individual,Other/Unknown,,Household Goods,2050.0,0.0,N,
2016,Tennessee,East South Central,CARROLL,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,43.0,M,Individual,Parking/Drop Lot/Garage,,Trucks,2500.0,2500.0,Y,12-Nov-17
2016,Virginia,South Atlantic,HAMPTON CITY,South,"Cities from 100,000 thru 249,999",Burglary/Breaking & Entering,Unknown,,,U,Individual,Residence/Home,,Portable Electronic Communications,1150.0,0.0,N,
2016,Rhode Island,New England,PROVIDENCE,Northeast,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,,,,,Individual,Specialty Store,,Tools,2375.0,0.0,N,
2016,Ohio,East North Central,CLERMONT,Midwest,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Business,Commercial/Office Building,,Tools,3725.0,0.0,N,
2016,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,,,,,Individual,Government/Public Building,,Computer Hard/ Software,2900.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",All Other Larceny,,,,,Individual,Other/Unknown,,Jewelry/ Precious Metals,2549.0,0.0,N,
2016,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 50,000 thru 99,999",All Other Larceny,,,,,Individual,Residence/Home,,Medical/ Medical Lab Equipment,2000.0,0.0,N,
2016,Florida,South Atlantic,ST JOHNS,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Not Specified,,Trucks,15000.0,0.0,N,
2016,Georgia,South Atlantic,HENRY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Black or African American,Unknown,26.0,M,Other,Convenience Store,,Trucks,2500.0,0.0,N,
2016,Massachusetts,New England,WORCESTER,Northeast,"Cities from 2,500 thru 9,999",Destruction/Damage/Vandalism of Property,Unknown,Unknown,99.0,M,Individual,Field/Woods,,Purse/ Wallet,2000.0,0.0,N,
2016,Massachusetts,New England,HAMPDEN,Northeast,"Cities from 50,000 thru 99,999",Theft From Building,White,Hispanic or Latino,49.0,F,Individual,Residence/Home,,Money,2919.0,2.0,Y,14-Nov-16
2016,Virginia,South Atlantic,FREDERICK,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Individual,Rental Storage Facility,,Jewelry/ Precious Metals,5375.0,0.0,N,
2016,Massachusetts,New England,WORCESTER,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Money,4000.0,0.0,N,
2016,Virginia,South Atlantic,SMYTH,South,"Cities from 2,500 thru 9,999",Theft From Building,White,,35.0,M,Individual,Residence/Home,,Automobile,4000.0,4000.0,Y,04-Aug-16
2016,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Individual,Commercial/Office Building,,Lawn/ Yard/ Garden Equipment,30000.0,30000.0,Y,13-Oct-16
2016,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Individual,Commercial/Office Building,,Lawn/ Yard/ Garden Equipment,30000.0,30000.0,Y,13-Oct-16
2016,Ohio,East North Central,DELAWARE; FAIRFIELD; FRANKLIN,Midwest,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Money,5000.0,0.0,N,
2016,Ohio,East North Central,CLERMONT,Midwest,"Cities from 10,000 thru 24,999",Counterfeiting/Forgery,White,,65.0,F,Financial Institution,Residence/Home,,Jewelry/ Precious Metals,3000.0,0.0,N,
2016,Indiana,East North Central,POSEY,Midwest,"MSA counties under 10,000",Motor Vehicle Theft,White,Not Hispanic or Latino,40.0,M,Individual,Residence/Home,,Trucks,1500.0,0.0,N,
2016,Indiana,East North Central,POSEY,Midwest,"MSA counties under 10,000",False Pretenses/Swindle/Confidence Game,White,Not Hispanic or Latino,40.0,M,Individual,ATM Separate from Bank,,Trucks,1500.0,0.0,N,
2016,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,40.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,1100.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,39.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,7545.0,0.0,N,
2016,Ohio,East North Central,DELAWARE; FAIRFIELD; FRANKLIN,Midwest,"Cities from 500,000 thru 999,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Residence/Home,,Money,5000.0,0.0,N,
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Merchandise,30000.0,0.0,N,
2016,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 25,000 thru 49,999",Destruction/Damage/Vandalism of Property,White,Not Hispanic or Latino,36.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,11800.0,0.0,N,
2016,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,36.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,11800.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,Hispanic or Latino,37.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,2325.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",False Pretenses/Swindle/Confidence Game,White,Not Hispanic or Latino,39.0,M,Individual,Residence/Home,,Jewelry/ Precious Metals,7545.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Residence/Home,,Automobile,2000.0,1.0,Y,18-Oct-16
2016,Massachusetts,New England,WORCESTER,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Money,4000.0,0.0,N,
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Destruction/Damage/Vandalism of Property,,,,,Business,Parking/Drop Lot/Garage,,Consumable Goods,3000.0,0.0,N,
2016,Virginia,South Atlantic,LUNENBURG,South,"Cities under 2,500",All Other Larceny,Unknown,,,U,Business,Parking/Drop Lot/Garage,,Logging Equipment,27000.0,25000.0,Y,16-Dec-16
2016,Virginia,South Atlantic,CHARLOTTESVILLE CITY,South,"Cities from 25,000 thru 49,999",All Other Larceny,Unknown,,,U,Individual,Residence/Home,,Jewelry/ Precious Metals,1500.0,0.0,N,
2016,North Dakota,West North Central,WELLS,Midwest,"Non-MSA counties under 10,000",Destruction/Damage/Vandalism of Property,American Indian or Alaska Native,,34.0,M,Individual,Field/Woods,,Other Motor Vehicles,30000.0,30000.0,Y,26-Jul-16
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Highway/Road/Alley/Street/Sidewalk,,Trailers,10000.0,10000.0,Y,10-Jan-17
2016,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Highway/Road/Alley/Street/Sidewalk,,Office Equipment,50000.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 25,000 thru 49,999",Destruction/Damage/Vandalism of Property,,,,,Business,Construction Site,,Industrial Equipment,11100.0,0.0,N,
2016,Massachusetts,New England,NORFOLK,Northeast,"Cities from 50,000 thru 99,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Parking/Drop Lot/Garage,,Purse/ Wallet,3355.0,0.0,N,
2016,Massachusetts,New England,BRISTOL,Northeast,"Cities from 25,000 thru 49,999",Destruction/Damage/Vandalism of Property,,,,,Business,Construction Site,,Tools,25340.0,0.0,N,
2016,Ohio,East North Central,DELAWARE; FAIRFIELD; FRANKLIN,Midwest,"Cities from 500,000 thru 999,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Parking/Drop Lot/Garage,,Purse/ Wallet,40000.0,0.0,N,
2016,Virginia,South Atlantic,CAROLINE,South,"MSA counties under 10,000",Motor Vehicle Theft,Unknown,,,U,Individual,Service/Gas Station,,Trucks,125000.0,0.0,N,
2016,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 25,000 thru 49,999",Theft From Building,White,Not Hispanic or Latino,26.0,F,Individual,Hotel/Motel/Etc.,,Money,1500.0,0.0,N,
